c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_regionkey,c_comment
287,Alice Customer 287,287 Main St,12,555-5542,84424.67,AUTOMOBILE,2,Customer 287 comment
288,Charlie Customer 288,288 Main St,13,555-9850,17571.96,AUTOMOBILE,3,Customer 288 comment
289,Bob Customer 289,289 Main St,14,555-1422,4498.36,FURNITURE,4,Customer 289 comment
290,Diana Customer 290,290 Main St,15,555-6304,-8264.08,FURNITURE,0,Customer 290 comment
291,Alice Customer 291,291 Main St,16,555-3076,71588.99,HOUSEHOLD,1,Customer 291 comment
292,Bob Customer 292,292 Main St,17,555-2041,42387.06,FURNITURE,2,Customer 292 comment
293,Iris Customer 293,293 Main St,18,555-2786,39720.6,AUTOMOBILE,3,Customer 293 comment
294,Jack Customer 294,294 Main St,19,555-1710,69996.73,HOUSEHOLD,4,Customer 294 comment
295,Eve Customer 295,295 Main St,20,555-8504,60767.48,BUILDING,0,Customer 295 comment
296,Alice Customer 296,296 Main St,21,555-8847,83202.84,MACHINERY,1,Customer 296 comment
297,Bob Customer 297,297 Main St,22,555-9032,68364.14,MACHINERY,2,Customer 297 comment
298,Bob Customer 298,298 Main St,23,555-2323,25432.3,AUTOMOBILE,3,Customer 298 comment
299,Bob Customer 299,299 Main St,24,555-3067,20251.76,HOUSEHOLD,4,Customer 299 comment
300,Iris Customer 300,300 Main St,0,555-6327,31899.48,HOUSEHOLD,0,Customer 300 comment
301,Iris Customer 301,301 Main St,1,555-5831,39908.7,HOUSEHOLD,1,Customer 301 comment
302,Grace Customer 302,302 Main St,2,555-2624,77240.57,BUILDING,2,Customer 302 comment
303,Iris Customer 303,303 Main St,3,555-4522,37307.69,AUTOMOBILE,3,Customer 303 comment
304,Grace Customer 304,304 Main St,4,555-6553,81016.11,MACHINERY,4,Customer 304 comment
305,Grace Customer 305,305 Main St,5,555-2557,24380.32,FURNITURE,0,Customer 305 comment
306,Eve Customer 306,306 Main St,6,555-7132,94895.18,MACHINERY,1,Customer 306 comment
307,Bob Customer 307,307 Main St,7,555-2494,81494.91,BUILDING,2,Customer 307 comment
308,Grace Customer 308,308 Main St,8,555-2582,71904.79,FURNITURE,3,Customer 308 comment
309,Charlie Customer 309,309 Main St,9,555-1982,54511.16,HOUSEHOLD,4,Customer 309 comment
310,Iris Customer 310,310 Main St,10,555-6400,63701.46,MACHINERY,0,Customer 310 comment
311,Frank Customer 311,311 Main St,11,555-7929,85490.14,BUILDING,1,Customer 311 comment
312,Eve Customer 312,312 Main St,12,555-6119,28681.08,HOUSEHOLD,2,Customer 312 comment
313,Iris Customer 313,313 Main St,13,555-4485,7020.32,MACHINERY,3,Customer 313 comment
314,Diana Customer 314,314 Main St,14,555-2773,28512.54,HOUSEHOLD,4,Customer 314 comment
315,Frank Customer 315,315 Main St,15,555-2882,73886.62,HOUSEHOLD,0,Customer 315 comment
316,Diana Customer 316,316 Main St,16,555-8030,82967.07,HOUSEHOLD,1,Customer 316 comment
317,Jack Customer 317,317 Main St,17,555-1430,56989.44,FURNITURE,2,Customer 317 comment
318,Alice Customer 318,318 Main St,18,555-3955,20059.74,FURNITURE,3,Customer 318 comment
319,Frank Customer 319,319 Main St,19,555-6751,-9328.36,AUTOMOBILE,4,Customer 319 comment
320,Jack Customer 320,320 Main St,20,555-7566,-2345.6,BUILDING,0,Customer 320 comment
321,Bob Customer 321,321 Main St,21,555-9691,13664.62,MACHINERY,1,Customer 321 comment
322,Henry Customer 322,322 Main St,22,555-6585,7315.02,FURNITURE,2,Customer 322 comment
323,Frank Customer 323,323 Main St,23,555-2391,87167.64,AUTOMOBILE,3,Customer 323 comment
324,Charlie Customer 324,324 Main St,24,555-1815,64136.56,FURNITURE,4,Customer 324 comment
325,Henry Customer 325,325 Main St,0,555-7947,43422.79,MACHINERY,0,Customer 325 comment
326,Grace Customer 326,326 Main St,1,555-5475,13712.59,HOUSEHOLD,1,Customer 326 comment
327,Bob Customer 327,327 Main St,2,555-6655,37290.5,FURNITURE,2,Customer 327 comment
328,Jack Customer 328,328 Main St,3,555-8972,47962.75,FURNITURE,3,Customer 328 comment
329,Alice Customer 329,329 Main St,4,555-4612,33478.97,HOUSEHOLD,4,Customer 329 comment
330,Alice Customer 330,330 Main St,5,555-1125,12486.54,AUTOMOBILE,0,Customer 330 comment
331,Charlie Customer 331,331 Main St,6,555-5186,21839.18,BUILDING,1,Customer 331 comment
332,Alice Customer 332,332 Main St,7,555-9149,72171.55,AUTOMOBILE,2,Customer 332 comment
333,Charlie Customer 333,333 Main St,8,555-7229,48584.06,AUTOMOBILE,3,Customer 333 comment
334,Iris Customer 334,334 Main St,9,555-6802,-2071.7,BUILDING,4,Customer 334 comment
335,Grace Customer 335,335 Main St,10,555-1307,40572.97,BUILDING,0,Customer 335 comment
336,Frank Customer 336,336 Main St,11,555-8033,53073.96,MACHINERY,1,Customer 336 comment
337,Eve Customer 337,337 Main St,12,555-2887,34553.55,FURNITURE,2,Customer 337 comment
338,Charlie Customer 338,338 Main St,13,555-8538,81522.85,FURNITURE,3,Customer 338 comment
339,Bob Customer 339,339 Main St,14,555-8155,82893.28,AUTOMOBILE,4,Customer 339 comment
340,Grace Customer 340,340 Main St,15,555-7560,47635.88,MACHINERY,0,Customer 340 comment
341,Eve Customer 341,341 Main St,16,555-6562,14372.93,AUTOMOBILE,1,Customer 341 comment
342,Bob Customer 342,342 Main St,17,555-9363,59654.71,HOUSEHOLD,2,Customer 342 comment
343,Iris Customer 343,343 Main St,18,555-4176,89651.5,FURNITURE,3,Customer 343 comment
344,Frank Customer 344,344 Main St,19,555-3419,15989.57,AUTOMOBILE,4,Customer 344 comment
345,Eve Customer 345,345 Main St,20,555-4232,9084.89,AUTOMOBILE,0,Customer 345 comment
346,Bob Customer 346,346 Main St,21,555-3902,94642.14,MACHINERY,1,Customer 346 comment
347,Henry Customer 347,347 Main St,22,555-8354,64924.68,HOUSEHOLD,2,Customer 347 comment
348,Jack Customer 348,348 Main St,23,555-6295,85067.16,FURNITURE,3,Customer 348 comment
349,Charlie Customer 349,349 Main St,24,555-8205,-2488.51,MACHINERY,4,Customer 349 comment
350,Eve Customer 350,350 Main St,0,555-5500,55056.17,FURNITURE,0,Customer 350 comment
351,Iris Customer 351,351 Main St,1,555-2215,24144.86,MACHINERY,1,Customer 351 comment
352,Alice Customer 352,352 Main St,2,555-1932,30561.14,FURNITURE,2,Customer 352 comment
353,Bob Customer 353,353 Main St,3,555-2479,57650.92,HOUSEHOLD,3,Customer 353 comment
354,Grace Customer 354,354 Main St,4,555-8581,53836.23,BUILDING,4,Customer 354 comment
355,Henry Customer 355,355 Main St,5,555-4084,25367.94,MACHINERY,0,Customer 355 comment
356,Iris Customer 356,356 Main St,6,555-3471,95349.46,MACHINERY,1,Customer 356 comment
357,Bob Customer 357,357 Main St,7,555-6626,98062.41,BUILDING,2,Customer 357 comment
358,Iris Customer 358,358 Main St,8,555-3827,-5694.37,MACHINERY,3,Customer 358 comment
359,Henry Customer 359,359 Main St,9,555-9586,47502.28,AUTOMOBILE,4,Customer 359 comment
360,Frank Customer 360,360 Main St,10,555-7108,90973.05,MACHINERY,0,Customer 360 comment
361,Grace Customer 361,361 Main St,11,555-6543,64678.75,BUILDING,1,Customer 361 comment
362,Frank Customer 362,362 Main St,12,555-2079,26265.98,HOUSEHOLD,2,Customer 362 comment
363,Grace Customer 363,363 Main St,13,555-5655,17719.54,HOUSEHOLD,3,Customer 363 comment
364,Charlie Customer 364,364 Main St,14,555-6461,-1034.78,AUTOMOBILE,4,Customer 364 comment
365,Frank Customer 365,365 Main St,15,555-6082,96446.62,MACHINERY,0,Customer 365 comment
366,Charlie Customer 366,366 Main St,16,555-2388,24054.01,MACHINERY,1,Customer 366 comment
367,Frank Customer 367,367 Main St,17,555-3093,63712.8,HOUSEHOLD,2,Customer 367 comment
368,Bob Customer 368,368 Main St,18,555-7937,45933.73,BUILDING,3,Customer 368 comment
369,Frank Customer 369,369 Main St,19,555-6060,9828.92,AUTOMOBILE,4,Customer 369 comment
370,Frank Customer 370,370 Main St,20,555-8967,11120.58,AUTOMOBILE,0,Customer 370 comment
371,Charlie Customer 371,371 Main St,21,555-2264,22537.13,BUILDING,1,Customer 371 comment
372,Iris Customer 372,372 Main St,22,555-9843,81863.18,HOUSEHOLD,2,Customer 372 comment
373,Alice Customer 373,373 Main St,23,555-6517,86403.2,HOUSEHOLD,3,Customer 373 comment
374,Charlie Customer 374,374 Main St,24,555-7172,6967.8,AUTOMOBILE,4,Customer 374 comment
375,Jack Customer 375,375 Main St,0,555-3712,69330.13,BUILDING,0,Customer 375 comment
376,Grace Customer 376,376 Main St,1,555-6968,64399.92,AUTOMOBILE,1,Customer 376 comment
377,Henry Customer 377,377 Main St,2,555-5668,72763.03,MACHINERY,2,Customer 377 comment
378,Diana Customer 378,378 Main St,3,555-9749,16308.53,MACHINERY,3,Customer 378 comment
379,Diana Customer 379,379 Main St,4,555-7026,64613.75,HOUSEHOLD,4,Customer 379 comment
380,Henry Customer 380,380 Main St,5,555-8564,74638.24,MACHINERY,0,Customer 380 comment
381,Iris Customer 381,381 Main St,6,555-9641,36052.69,AUTOMOBILE,1,Customer 381 comment
382,Diana Customer 382,382 Main St,7,555-3267,86030.21,BUILDING,2,Customer 382 comment
383,Henry Customer 383,383 Main St,8,555-7081,50999.48,BUILDING,3,Customer 383 comment
384,Iris Customer 384,384 Main St,9,555-3042,21356.93,AUTOMOBILE,4,Customer 384 comment
385,Eve Customer 385,385 Main St,10,555-8361,89583.68,AUTOMOBILE,0,Customer 385 comment
386,Grace Customer 386,386 Main St,11,555-2502,94105.46,AUTOMOBILE,1,Customer 386 comment
387,Henry Customer 387,387 Main St,12,555-6727,92351.91,MACHINERY,2,Customer 387 comment
388,Alice Customer 388,388 Main St,13,555-7495,45220.78,AUTOMOBILE,3,Customer 388 comment
389,Grace Customer 389,389 Main St,14,555-2337,31240.39,BUILDING,4,Customer 389 comment
390,Frank Customer 390,390 Main St,15,555-2623,82309.39,FURNITURE,0,Customer 390 comment
391,Charlie Customer 391,391 Main St,16,555-3254,-5786.65,MACHINERY,1,Customer 391 comment
392,Charlie Customer 392,392 Main St,17,555-8685,39346.16,BUILDING,2,Customer 392 comment
393,Bob Customer 393,393 Main St,18,555-1311,18151.63,AUTOMOBILE,3,Customer 393 comment
394,Iris Customer 394,394 Main St,19,555-9647,36558.02,FURNITURE,4,Customer 394 comment
395,Diana Customer 395,395 Main St,20,555-5934,3403.32,AUTOMOBILE,0,Customer 395 comment
396,Grace Customer 396,396 Main St,21,555-8489,-3091.21,MACHINERY,1,Customer 396 comment
397,Jack Customer 397,397 Main St,22,555-9782,-8192.11,HOUSEHOLD,2,Customer 397 comment
398,Jack Customer 398,398 Main St,23,555-4963,69039.88,FURNITURE,3,Customer 398 comment
399,Grace Customer 399,399 Main St,24,555-1025,57629.05,AUTOMOBILE,4,Customer 399 comment
400,Jack Customer 400,400 Main St,0,555-7825,10604.53,BUILDING,0,Customer 400 comment
401,Iris Customer 401,401 Main St,1,555-6908,-2555.27,HOUSEHOLD,1,Customer 401 comment
402,Iris Customer 402,402 Main St,2,555-9312,76505.36,HOUSEHOLD,2,Customer 402 comment
403,Iris Customer 403,403 Main St,3,555-1333,32949.91,MACHINERY,3,Customer 403 comment
404,Alice Customer 404,404 Main St,4,555-7338,97914.34,FURNITURE,4,Customer 404 comment
405,Alice Customer 405,405 Main St,5,555-6850,76737.2,FURNITURE,0,Customer 405 comment
406,Diana Customer 406,406 Main St,6,555-2698,74865.15,FURNITURE,1,Customer 406 comment
407,Charlie Customer 407,407 Main St,7,555-1726,28752.9,FURNITURE,2,Customer 407 comment
408,Charlie Customer 408,408 Main St,8,555-8612,97890.11,MACHINERY,3,Customer 408 comment
409,Charlie Customer 409,409 Main St,9,555-3209,-3058.94,MACHINERY,4,Customer 409 comment
410,Alice Customer 410,410 Main St,10,555-5807,12175.01,AUTOMOBILE,0,Customer 410 comment
411,Alice Customer 411,411 Main St,11,555-6170,92670.81,HOUSEHOLD,1,Customer 411 comment
412,Grace Customer 412,412 Main St,12,555-9897,42073.97,BUILDING,2,Customer 412 comment
413,Diana Customer 413,413 Main St,13,555-5687,29267.16,BUILDING,3,Customer 413 comment
414,Frank Customer 414,414 Main St,14,555-5476,3692.25,FURNITURE,4,Customer 414 comment
415,Grace Customer 415,415 Main St,15,555-7553,71763.85,MACHINERY,0,Customer 415 comment
416,Frank Customer 416,416 Main St,16,555-4060,44582.35,MACHINERY,1,Customer 416 comment
417,Frank Customer 417,417 Main St,17,555-9507,19339.28,BUILDING,2,Customer 417 comment
418,Grace Customer 418,418 Main St,18,555-2293,37366.79,AUTOMOBILE,3,Customer 418 comment
419,Iris Customer 419,419 Main St,19,555-5813,25333.26,BUILDING,4,Customer 419 comment
420,Frank Customer 420,420 Main St,20,555-5843,23714.54,HOUSEHOLD,0,Customer 420 comment
421,Grace Customer 421,421 Main St,21,555-3730,65874.13,FURNITURE,1,Customer 421 comment
422,Henry Customer 422,422 Main St,22,555-1693,69949.58,FURNITURE,2,Customer 422 comment
423,Jack Customer 423,423 Main St,23,555-8126,20201.09,BUILDING,3,Customer 423 comment
424,Bob Customer 424,424 Main St,24,555-7655,29964.22,AUTOMOBILE,4,Customer 424 comment
425,Alice Customer 425,425 Main St,0,555-3339,83353.62,MACHINERY,0,Customer 425 comment
426,Alice Customer 426,426 Main St,1,555-3068,-2604.33,FURNITURE,1,Customer 426 comment
427,Frank Customer 427,427 Main St,2,555-7272,94441.38,BUILDING,2,Customer 427 comment
428,Jack Customer 428,428 Main St,3,555-3513,64696.83,FURNITURE,3,Customer 428 comment
429,Frank Customer 429,429 Main St,4,555-8273,73939.29,HOUSEHOLD,4,Customer 429 comment
430,Charlie Customer 430,430 Main St,5,555-9674,30364.49,FURNITURE,0,Customer 430 comment
431,Eve Customer 431,431 Main St,6,555-5089,95657.21,BUILDING,1,Customer 431 comment
432,Charlie Customer 432,432 Main St,7,555-9176,46951.98,HOUSEHOLD,2,Customer 432 comment
433,Bob Customer 433,433 Main St,8,555-5288,75246.09,MACHINERY,3,Customer 433 comment
434,Diana Customer 434,434 Main St,9,555-5678,66337.87,MACHINERY,4,Customer 434 comment
435,Diana Customer 435,435 Main St,10,555-3009,4930.13,BUILDING,0,Customer 435 comment
436,Henry Customer 436,436 Main St,11,555-3828,88854.69,MACHINERY,1,Customer 436 comment
437,Bob Customer 437,437 Main St,12,555-6236,63462.38,BUILDING,2,Customer 437 comment
438,Iris Customer 438,438 Main St,13,555-9882,21939.85,FURNITURE,3,Customer 438 comment
439,Charlie Customer 439,439 Main St,14,555-3852,77306.6,HOUSEHOLD,4,Customer 439 comment
440,Diana Customer 440,440 Main St,15,555-2988,98364.58,AUTOMOBILE,0,Customer 440 comment
441,Diana Customer 441,441 Main St,16,555-9094,-7108.76,HOUSEHOLD,1,Customer 441 comment
442,Jack Customer 442,442 Main St,17,555-7044,41414.64,HOUSEHOLD,2,Customer 442 comment
443,Charlie Customer 443,443 Main St,18,555-2412,-2767.71,MACHINERY,3,Customer 443 comment
444,Henry Customer 444,444 Main St,19,555-9612,35187.46,MACHINERY,4,Customer 444 comment
445,Jack Customer 445,445 Main St,20,555-2208,3785.95,FURNITURE,0,Customer 445 comment
446,Bob Customer 446,446 Main St,21,555-8372,41241.65,HOUSEHOLD,1,Customer 446 comment
447,Frank Customer 447,447 Main St,22,555-3102,86575.62,HOUSEHOLD,2,Customer 447 comment
448,Jack Customer 448,448 Main St,23,555-3981,74455.98,AUTOMOBILE,3,Customer 448 comment
449,Grace Customer 449,449 Main St,24,555-9238,90178.35,BUILDING,4,Customer 449 comment
450,Bob Customer 450,450 Main St,0,555-9488,6831.7,AUTOMOBILE,0,Customer 450 comment
451,Charlie Customer 451,451 Main St,1,555-6286,92821.16,AUTOMOBILE,1,Customer 451 comment
452,Frank Customer 452,452 Main St,2,555-9501,88441.85,BUILDING,2,Customer 452 comment
453,Eve Customer 453,453 Main St,3,555-4216,59856.28,HOUSEHOLD,3,Customer 453 comment
454,Eve Customer 454,454 Main St,4,555-3050,58752.46,HOUSEHOLD,4,Customer 454 comment
455,Iris Customer 455,455 Main St,5,555-2530,45283.05,AUTOMOBILE,0,Customer 455 comment
456,Jack Customer 456,456 Main St,6,555-3526,8832.07,HOUSEHOLD,1,Customer 456 comment
457,Jack Customer 457,457 Main St,7,555-6531,82678.3,HOUSEHOLD,2,Customer 457 comment
458,Alice Customer 458,458 Main St,8,555-1464,-1065.49,HOUSEHOLD,3,Customer 458 comment
459,Eve Customer 459,459 Main St,9,555-4453,74365.49,MACHINERY,4,Customer 459 comment
460,Jack Customer 460,460 Main St,10,555-1496,44784.19,HOUSEHOLD,0,Customer 460 comment
461,Eve Customer 461,461 Main St,11,555-5949,43123.93,MACHINERY,1,Customer 461 comment
462,Eve Customer 462,462 Main St,12,555-8430,-1972.97,BUILDING,2,Customer 462 comment
463,Charlie Customer 463,463 Main St,13,555-8202,35718.39,MACHINERY,3,Customer 463 comment
464,Diana Customer 464,464 Main St,14,555-6573,56732.63,FURNITURE,4,Customer 464 comment
465,Frank Customer 465,465 Main St,15,555-6658,97291.15,AUTOMOBILE,0,Customer 465 comment
466,Frank Customer 466,466 Main St,16,555-9437,51781.63,FURNITURE,1,Customer 466 comment
467,Diana Customer 467,467 Main St,17,555-8642,3477.41,MACHINERY,2,Customer 467 comment
468,Diana Customer 468,468 Main St,18,555-3308,649.28,FURNITURE,3,Customer 468 comment
469,Grace Customer 469,469 Main St,19,555-7850,17309.73,AUTOMOBILE,4,Customer 469 comment
470,Frank Customer 470,470 Main St,20,555-6123,10881.75,AUTOMOBILE,0,Customer 470 comment
471,Henry Customer 471,471 Main St,21,555-9433,41349.66,FURNITURE,1,Customer 471 comment
472,Henry Customer 472,472 Main St,22,555-1379,-94.6,MACHINERY,2,Customer 472 comment
473,Iris Customer 473,473 Main St,23,555-8491,96335.53,AUTOMOBILE,3,Customer 473 comment
474,Jack Customer 474,474 Main St,24,555-6781,-4647.61,FURNITURE,4,Customer 474 comment
475,Henry Customer 475,475 Main St,0,555-8710,21432.32,BUILDING,0,Customer 475 comment
476,Bob Customer 476,476 Main St,1,555-8060,4732.84,FURNITURE,1,Customer 476 comment
477,Frank Customer 477,477 Main St,2,555-7606,30253.11,MACHINERY,2,Customer 477 comment
478,Alice Customer 478,478 Main St,3,555-4189,29877.62,FURNITURE,3,Customer 478 comment
479,Bob Customer 479,479 Main St,4,555-7329,45468.11,HOUSEHOLD,4,Customer 479 comment
480,Eve Customer 480,480 Main St,5,555-2946,4152.97,BUILDING,0,Customer 480 comment
481,Grace Customer 481,481 Main St,6,555-7114,77438.7,FURNITURE,1,Customer 481 comment
482,Iris Customer 482,482 Main St,7,555-6990,73046.17,AUTOMOBILE,2,Customer 482 comment
483,Jack Customer 483,483 Main St,8,555-9341,34152.58,BUILDING,3,Customer 483 comment
484,Alice Customer 484,484 Main St,9,555-1637,5074.0,FURNITURE,4,Customer 484 comment
485,Henry Customer 485,485 Main St,10,555-9508,40268.74,HOUSEHOLD,0,Customer 485 comment
486,Iris Customer 486,486 Main St,11,555-3290,26076.24,HOUSEHOLD,1,Customer 486 comment
487,Frank Customer 487,487 Main St,12,555-3662,33225.0,HOUSEHOLD,2,Customer 487 comment
488,Eve Customer 488,488 Main St,13,555-6511,45804.65,HOUSEHOLD,3,Customer 488 comment
489,Iris Customer 489,489 Main St,14,555-9025,67961.38,FURNITURE,4,Customer 489 comment
490,Henry Customer 490,490 Main St,15,555-1272,30519.36,BUILDING,0,Customer 490 comment
491,Grace Customer 491,491 Main St,16,555-6040,77643.03,BUILDING,1,Customer 491 comment
492,Jack Customer 492,492 Main St,17,555-8775,19208.35,HOUSEHOLD,2,Customer 492 comment
493,Jack Customer 493,493 Main St,18,555-4728,69354.01,HOUSEHOLD,3,Customer 493 comment
494,Henry Customer 494,494 Main St,19,555-3793,47665.56,HOUSEHOLD,4,Customer 494 comment
495,Grace Customer 495,495 Main St,20,555-3421,80382.74,AUTOMOBILE,0,Customer 495 comment
496,Alice Customer 496,496 Main St,21,555-2800,10986.28,MACHINERY,1,Customer 496 comment
497,Frank Customer 497,497 Main St,22,555-7861,6657.44,AUTOMOBILE,2,Customer 497 comment
498,Grace Customer 498,498 Main St,23,555-9221,75246.95,MACHINERY,3,Customer 498 comment
499,Alice Customer 499,499 Main St,24,555-3262,47055.15,HOUSEHOLD,4,Customer 499 comment
500,Frank Customer 500,500 Main St,0,555-8837,47802.49,FURNITURE,0,Customer 500 comment
501,Charlie Customer 501,501 Main St,1,555-8531,90333.66,FURNITURE,1,Customer 501 comment
502,Iris Customer 502,502 Main St,2,555-6804,64345.54,FURNITURE,2,Customer 502 comment
503,Jack Customer 503,503 Main St,3,555-8932,11149.06,AUTOMOBILE,3,Customer 503 comment
504,Eve Customer 504,504 Main St,4,555-5890,14735.37,FURNITURE,4,Customer 504 comment
505,Eve Customer 505,505 Main St,5,555-4396,65926.39,MACHINERY,0,Customer 505 comment
506,Frank Customer 506,506 Main St,6,555-8861,28368.35,FURNITURE,1,Customer 506 comment
507,Eve Customer 507,507 Main St,7,555-2996,53082.45,HOUSEHOLD,2,Customer 507 comment
508,Grace Customer 508,508 Main St,8,555-7464,80021.52,AUTOMOBILE,3,Customer 508 comment
509,Eve Customer 509,509 Main St,9,555-1689,21639.34,BUILDING,4,Customer 509 comment
510,Frank Customer 510,510 Main St,10,555-8247,62156.93,MACHINERY,0,Customer 510 comment
511,Diana Customer 511,511 Main St,11,555-4310,81074.69,FURNITURE,1,Customer 511 comment
512,Iris Customer 512,512 Main St,12,555-5450,5100.03,HOUSEHOLD,2,Customer 512 comment
513,Jack Customer 513,513 Main St,13,555-4920,16670.38,HOUSEHOLD,3,Customer 513 comment
514,Diana Customer 514,514 Main St,14,555-4814,-4225.98,MACHINERY,4,Customer 514 comment
515,Frank Customer 515,515 Main St,15,555-8739,1059.94,AUTOMOBILE,0,Customer 515 comment
